cityweather.csv,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
428,22.6783,-3.9836,64.292,28,0,4.63,1611978502
429,-22.4667,-68.9333,53.6,14,0,2.57,1611978637
430,-35.1,173.7833,69.99800000000002,59,51,4.47,1611978638
431,11.2833,-15.8333,78.24199999999999,65,0,4.32,1611978638
432,42.7762,-9.0603,57.992,76,6,9.39,1611978639
433,64.8621,11.2373,25.52000000000006,96,99,2.42,1611978639
434,50.2834,-107.8014,3.1999999999999993,85,90,3.6,1611978640
435,37.4966,61.9714,44.6,45,90,4.12,1611978640
436,-19.0595,-169.9187,80.6,89,100,3.6,1611978640
437,57.2639,103.7519,-28.227999999999966,84,100,3.06,1611978640
438,40.1629,-8.3327,57.992,93,89,0.89,1611978641
439,43.3836,21.0336,41.0,100,75,2.71,1611978641
440,41.1875,61.4036,44.51000000000008,53,100,5.77,1611978641
441,12.485,-16.5469,66.93800000000005,36,0,1.98,1611978641
442,44.251,-116.9693,37.4,75,1,2.06,1611978641
443,-19.25,146.8,87.80000000000001,58,75,7.72,1611978642
444,-9.8756,-56.0861,72.33800000000005,96,98,0.15,1611978645
445,-7.2597,-34.9075,80.6,78,75,4.12,1611978645
446,31.61,34.7642,48.992,100,62,0.89,1611978646
447,-34.5833,150.8552,84.99199999999999,71,75,2.24,1611978647
448,51.5,44.4758,32.32400000000001,97,100,10.08,1611978647
449,-0.1934,-74.7819,73.65200000000007,73,49,0.92,1611978648
450,37.6138,-122.4869,48.992,86,49,1.79,1611978648
451,58.2785,47.5164,24.404000000000053,98,100,4.6,1611978649
452,52.2667,79.1667,12.614000000000033,95,81,2.1,1611978649
453,-30.1811,-50.2056,75.07400000000001,89,13,2.13,1611978649
454,16.8634,-99.8901,80.6,83,90,2.57,1611978362
455,50.1167,139.15,-3.3879999999999413,88,100,2.1,1611978650
456,35.3733,-119.0187,51.00800000000001,62,1,2.57,1611978135
457,44.0787,-80.2041,19.4,79,90,1.03,1611978650
458,-0.7193,8.7815,80.15,82,100,6.0,1611978650
459,62.7191,32.727,22.352000000000075,98,100,3.64,1611978651
460,0.5333,72.9333,82.13000000000005,75,99,5.83,1611978651
461,48.3835,-77.2328,3.1999999999999993,78,90,4.12,1611978651
462,-32.25,148.6167,89.6,33,40,5.14,1611978651
463,17.9702,-76.8672,78.80000000000001,69,40,3.09,1611978652
464,-6.0339,-37.0203,78.94400000000007,64,100,2.61,1611978652
465,-6.8767,112.3761,78.76400000000004,87,100,8.46,1611978652
466,-20.3297,-40.2925,78.80000000000001,78,75,3.09,1611978485
467,44.0625,-103.1463,39.992,74,1,3.09,1611978518
468,50.8165,-119.6857,30.2,93,89,0.51,1611978653
469,44.3,86.0333,7.483999999999991,93,19,1.26,1611978653
470,-2.1522,-56.0922,74.93000000000004,90,78,1.1,1611978653
471,-29.6842,-53.8069,75.2,83,0,2.06,1611978270
472,16.2805,101.9542,79.17800000000007,41,14,2.81,1611978654
473,21.2833,-88.2667,64.07600000000009,82,0,3.71,1611978654
474,40.5833,17.6667,55.004000000000055,76,0,4.12,1611978654
475,7.9803,49.8164,71.20400000000006,80,21,5.87,1611978659
476,55.6502,-4.8066,35.6,80,88,6.69,1611978660
477,39.3558,-9.3811,57.992,95,100,7.6,1611978660
478,56.0724,98.4813,-12.60399999999995,88,100,2.01,1611978660
479,6.1333,102.2386,82.4,69,20,3.6,1611978661
480,13.35,74.7167,75.2,73,0,2.57,1611978661
481,18.7369,7.3853,54.35600000000003,34,0,0.48,1611978661
482,-21.15,149.2,87.00800000000001,66,40,9.26,1611978661
483,-3.3667,135.4833,83.96600000000001,66,100,1.44,1611978662
484,42.8,93.45,28.52600000000009,78,0,0.5,1611978662
485,-29.9533,-71.3436,62.6,82,20,2.57,1611978662
486,47.8043,67.7144,14.57600000000009,94,100,5.84,1611978663
487,19.1059,37.3321,70.19600000000005,61,91,6.95,1611978663
488,17.3072,102.1889,80.99600000000005,73,75,3.11,1611978664
489,50.0,88.6667,0.77000000000006,87,57,0.51,1611978664
490,-35.35,150.4667,80.99600000000005,89,75,5.14,1611978664
491,-22.2763,166.4572,86.0,58,0,8.75,1611978664
492,24.6333,-101.4167,53.564000000000036,43,19,2.2,1611978665
493,53.0452,158.6483,26.6,50,40,7.0,1611978665
494,46.4339,141.8603,20.498000000000026,91,100,5.09,1611978665
495,54.0524,-128.6534,19.99400000000007,88,100,2.36,1611978666
496,50.8552,0.5729,46.004000000000055,81,100,0.45,1611978666
497,7.2737,28.6822,70.95200000000008,20,78,2.47,1611978603
498,45.1805,-89.6835,21.2,63,90,3.6,1611978666
499,58.4109,15.6216,12.991999999999994,85,100,2.06,1611978666
500,4.95,-6.0833,76.22600000000008,92,20,2.45,1611978667
501,66.7131,27.4306,12.668000000000085,95,100,3.51,1611978667
502,64.5011,-165.4064,-2.199999999999953,60,1,9.77,1611978667
503,26.1842,127.7558,66.2,31,40,4.63,1611978667
504,-34.6667,-54.9167,71.00600000000003,88,0,2.57,1611978668
505,-11.2683,-37.4383,78.80000000000001,83,75,3.09,1611978668
506,-34.0226,20.4417,64.292,79,35,0.46,1611978668
507,21.65,110.9,71.708,53,9,5.79,1611978668
508,21.3156,-158.0072,78.80000000000001,57,1,4.63,1611978669
509,62.9693,23.0088,23.0,99,100,2.68,1611978669
510,10.1483,-85.452,78.80000000000001,57,0,10.29,1611978669
511,-3.4019,38.364,60.35,100,27,1.4,1611978670
512,34.8791,-76.9013,32.0,55,1,2.57,1611978670
513,46.0834,-73.1824,10.399999999999999,61,4,5.14,1611978670
514,57.3064,88.1667,-20.77599999999994,85,14,3.14,1611978670
515,69.4154,30.8136,15.8,86,90,2.57,1611978670
516,51.95,-7.8506,44.00600000000003,100,75,11.83,1611978671
517,0.5412,123.0595,84.25400000000005,74,48,2.08,1611978671
518,-28.4696,-65.7852,68.0,83,63,3.8,1611978641
519,56.3491,78.3619,-15.987999999999943,86,41,2.97,1611978671
520,60.0625,71.4789,-21.945999999999948,85,91,3.27,1611978672
521,-21.0256,-47.3739,73.4,78,0,1.48,1611978672
522,49.9333,116.8667,-18.18399999999994,82,93,1.67,1611978672
523,12.5898,6.5779,65.93000000000004,25,0,5.75,1611978672
524,19.8833,75.3333,62.6,55,80,4.24,1611978672
525,1.1667,108.9667,77.0,90,100,4.72,1611978673
526,10.9167,-7.0,68.28800000000004,22,0,2.01,1611978673
527,71.0357,27.8492,24.998000000000026,96,100,7.81,1611978673
528,45.4552,41.9741,33.8,93,75,6.0,1611978674
529,-20.2833,44.2833,81.03200000000001,82,47,3.43,1611978674
530,-8.7597,-35.1047,77.32400000000001,83,100,3.8,1611978674
531,24.0934,32.907,47.94800000000002,57,0,3.38,1611978674
532,22.6163,120.3133,69.80000000000001,56,40,4.12,1611978675
533,6.4965,2.6036,78.80000000000001,89,20,1.54,1611978670
534,60.5544,-151.2583,24.8,74,90,2.9,1611978675
535,54.7167,158.6167,5.630000000000042,93,100,2.13,1611978675
536,-20.7333,139.5,100.4,22,75,5.14,1611978676
537,29.9697,40.2064,41.0,70,0,3.09,1611978676
538,-10.1256,-36.1756,77.41400000000004,82,97,4.36,1611978676
539,-17.5667,-149.8667,82.4,65,75,2.57,1611978676
540,-6.3164,155.4848,79.50200000000008,78,77,2.28,1611978677
541,-6.1349,12.3689,78.0260000000001,87,100,2.37,1611978677
542,-30.5983,-71.2003,58.24400000000007,81,0,0.15,1611978677
543,27.9167,96.1667,71.25800000000001,25,60,1.72,1611978678
544,63.4427,-20.2734,35.22200000000004,82,100,3.53,1611978678
545,40.2833,97.2,29.624000000000013,67,0,10.52,1611978678
546,-30.3167,149.7833,91.4,24,27,4.12,1611978678
547,61.3833,152.75,-26.661999999999956,81,100,2.28,1611978678
548,33.8973,48.7516,34.141999999999996,89,93,3.01,1611978679
549,53.8477,42.3777,31.028000000000066,98,100,6.13,1611978679
550,66.1451,-65.7125,-5.799999999999947,65,1,1.03,1611978679
551,20.635,82.0614,72.64400000000008,28,14,2.33,1611978680
552,47.449,-79.6373,6.800000000000001,78,90,4.12,1611978680
553,-41.4122,175.5153,64.99400000000009,55,21,8.75,1611978680
554,61.9353,5.1136,33.008,86,90,5.14,1611978680
